location,max_pop,longitude,latitude
Kawartha Lakes,75423,-78.75,44.35
Bombo,75000,32.5333,0.5833
Wheeling,75392,-80.6951,40.0752
Itahari,74501,87.2833,26.6667
Tatsunocho-tominaga,74892,134.5456,34.8581
Valle Alto,75000,-100.25,25.5667
Standerton,74021,29.25,-26.95
Idah,75087,6.7399,7.1104
Dorsten,74736,6.9642,51.66
Rancho Cordova,75087,-121.2523,38.574
Brick,75072,-74.1099,40.06
Gode,75000,43.45,5.95
Lamitan,74782,122.1333,6.65
Conway,74951,-92.4694,35.0754
Gary,74879,-87.3472,41.5906
Bunbury,74363,115.6333,-33.3333
Castrop-Rauxel,73425,7.3167,51.55
Altoona,74829,-78.4007,40.5082
Lodi,74773,-121.2932,38.1218
Arlington Heights,74760,-87.9825,42.0955
Darhan,74738,106.35,49.6167
Shibukawa,74425,139,36.4833
Nizhyn,73283,31.9,51.05
Piracununga,74587,-47.4258,-21.9961
Burnley,73021,-2.248,53.789
Kasama,74334,140.3042,36.345
Kendall,74631,-80.3556,25.6697
Grand-Bassam,73772,-3.7333,5.2
Waldorf,74587,-76.9195,38.6085
Bolingbrook,74545,-88.1019,41.6903
Inuyama,73541,136.95,35.3833
Rochester Hills,74516,-83.1563,42.6645
Novoaltaysk,73439,83.9333,53.4
Winchester,74417,-78.1746,39.1735
Framingham,74416,-71.4368,42.3085
Detmold,74388,8.8833,51.9378
Cinar,74207,40.4147,37.7256
Mineral'nyye Vody,74141,43.1125,44.2008
Kara-Balta,74133,73.8857,42.8306
Hilton Head Island,74139,-80.7499,32.1896
Sundsvall,73389,17.3167,62.4001
Union City,74107,-122.0187,37.603
Yelabuga,74031,52.0333,55.7667
San Ramon de la Nueva Oran,74059,-64.3222,-23.1361
Troitsk,73911,61.5667,54.0833
Owensboro,74068,-87.1173,37.7574
Jackson,74065,-88.8353,35.6535
Kairana,73046,77.2,29.4
Riberalta,74014,-66.1,-10.983
Arnsberg,73628,8.0644,51.3967
Prince George,74003,-122.7494,53.9169
Kostiantynivka,72888,37.7167,48.5333
Ixmiquilpan,73903,-99.2589,20.4861
Yegoryevsk,73766,39.0167,55.3667
Bawku,73594,-0.2422,11.06
Bonao,73269,-70.409,18.942
Otawara,73508,140.0167,36.8667
Takestan,73625,49.6958,36.0694
Linares,73602,-71.5979,-35.8454
Shrewsbury,71715,-2.754,52.708
Cleveland,73596,-84.8707,35.1817
Wausau,73593,-89.6459,44.962
Ostrowiec Swietokrzyski,72001,21.4,50.9333
Dale City,73545,-77.3459,38.6473
Anniston,73501,-85.8136,33.6712
Lanxi,72528,126.276,46.2664
Brakpan,73080,28.37,-26.2353
Kirovo-Chepetsk,72071,50.0167,58.55
Apple Valley,73453,-117.2104,34.5328
Ishioka,73110,140.2833,36.1833
Ludenscheid,72611,7.6273,51.2198
Vinhedo,72550,-46.975,-23.03
Landshut,72404,12.1508,48.5397
Katori,73110,140.4992,35.8978
Sault Ste. Marie,73368,-84.35,46.5333
Nepalganj,72503,81.6167,28.05
Mansfield,73326,-82.5275,40.7656
Tatvan,73222,42.2816,38.5066
Cuamba,73268,36.5486,-14.82
Tokar,73202,37.7333,18.4333
Shakargarh,73160,75.1583,32.2628
Tan-Tan,73209,-11.1,28.4333
Chapayevsk,72778,49.7167,52.9833
Itapira,72967,-46.8217,-22.4361
Kalamata,71823,22.1142,37.0389
Vsevolozhsk,72864,30.6663,60.016
Montepuez,72279,39,-13.1167
Keshan,72403,125.866,48.0263
Belovo,72519,86.3,54.4167
Schaumburg,72887,-88.0838,42.0307
Pocatello,72878,-112.4646,42.8724
Tres Coracoes,72765,-45.2553,-21.6947
Woodbury,72828,-92.923,44.9056
Sotik,71285,35.12,-0.6796
Southfield,72689,-83.2605,42.4765
Yafran,72662,12.5267,32.0628
Maple Grove,72622,-93.4626,45.1089
Penafiel,72265,-8.2833,41.2
Pittsburg,72588,-121.8964,38.0182
Concepcion del Uruguay,72528,-58.2333,-32.4833
Morgantown,72458,-79.9468,39.638
Brandenburg,72124,12.5561,52.4117
Mansfield,72419,-97.1211,32.569
Hammond,72413,-90.4563,30.5061
Dothan,72396,-85.4069,31.2335
Harrisonburg,72386,-78.8735,38.4361
Wenatchee,72350,-120.3283,47.4356
Goya,72304,-59.25,-29.1333
Waukesha,72299,-88.2464,43.0087
Tagaytay,71181,120.9333,14.1
Ellicott City,72247,-76.8344,39.2773
Colon,72000,-80.9067,22.7225
Tibati,72081,12.6158,6.4669
Coffs Harbour,71822,153.1189,-30.3022
Mun'gyong,71863,128.2014,36.5939
Redmond,71929,-122.1169,47.6762
Kawm Umbu,71596,32.95,24.4667
Uwajima,71586,132.5606,33.2233
Florida,71676,-78.2228,21.5294
Izmayil,71594,28.8333,45.35
Bocholt,71099,6.6167,51.8333
Aschaffenburg,70527,9.1478,49.9757
Lisburn,71465,-6.0333,54.5167
Sarnia,71594,-82.3089,42.9994
Keighley,70000,-1.911,53.867
Wood Buffalo,71589,-111.3284,57.6042
Merignac,70105,-0.6436,44.8386
Sumter,71518,-80.393,33.9392
Gniezno,70083,17.6,52.5333
Redlands,71513,-117.1712,34.0511
Bapatla,70777,80.47,15.8889
Daphne,71484,-87.8866,30.6286
Markapur,71092,79.27,15.735
Mount Vernon,71422,-122.3115,48.4202
Villa Tunari,71386,-65.42,-16.9725
Saint-Nazaire,69993,-2.2086,47.2806
Malaut,70958,74.499,30.19
Guasavito,71196,-108.4706,25.5744
Verkhnyaya Pyshma,71241,60.5833,56.9667
Placetas,71208,-79.6556,22.3158
Gibara,71126,-76.1367,21.1072
Kladno,69337,14.1053,50.1431
Cabudare,70578,-69.2633,10.0331
Entebbe,69958,32.46,0.05
Baiquan,70472,126.0819,47.6018
Weston,71166,-80.4054,26.1006
Ban Nong Prue,70594,100.9375,12.9227
Bundaberg,70921,152.35,-24.85
Anzhero-Sudzhensk,70476,86.0333,56.0833
St. Charles,71028,-90.5157,38.7954
Cherry Hill,70859,-74.9947,39.9034
Badvel,70626,79.05,14.75
Hujra Shah Muqim,70204,73.8167,30.7333
Chateauguay,70812,-73.75,45.38
Novomoskovs'k,70749,35.2239,48.6328
Zenica,70553,17.9078,44.2039
Janesville,70755,-89.0136,42.6855
Kabirwala,70123,71.8667,30.4068
Loule,70622,-8.0235,37.144
Sherman,70704,-96.6218,33.6274
North Richland Hills,70670,-97.218,32.8605
Chekhov,70548,37.4769,55.1481
Ritto,69294,135.9981,35.0217
Reconquista,70549,-59.6438,-29.1443
Bur Fu'ad,70417,32.3253,31.2314
Benidorm,68721,-0.1314,38.5342
Tanabe,70410,135.3833,33.7333
Kovel',69089,24.7167,51.2167
Broomfield,70465,-105.0527,39.9541
Zhanggu,70000,101.9167,30.9504
Smila,68536,31.8667,49.2167
Sipalay,70070,122.4,9.75
El Paso de Robles,70248,-120.656,35.6394
Bristol,70243,-82.2154,36.5572
Rosetta,68947,30.4194,31.4014
Walnut Creek,70166,-122.0398,37.9024
Odate,70085,140.5647,40.2717
Villa del Rosario,69833,-72.4736,7.8353
Colmar,69105,7.3556,48.0817
Phu Quoc,70000,103.9572,10.2289
Qo`ng`irot Shahri,70100,58.9067,43.0758
Az Zubaydiyah,70000,45.1773,32.7588
Oshnaviyeh,70030,45.0983,37.0397
Jorhat,69033,94.2167,26.75
Saldanha,68284,17.9456,-32.9978
Celle,69602,10.0825,52.6256
Kempten,68907,10.3167,47.7333
Isna,68656,32.5564,25.2933
Hasselt,69222,5.3383,50.9304
Glen Burnie,69813,-76.6072,39.1559
Solok,68602,100.6542,-0.7883
Mansehra,69085,73.2,34.3333
Suwalki,69626,22.9333,54.0833
Lehi,69724,-111.8726,40.4136
Casas Adobes,69615,-111.0114,32.3423
Saint-Jerome,69598,-74,45.7833
Guajara-Mirim,69586,-65.3499,-10.8
Samch'ok,69509,129.1708,37.4406
Homestead,69523,-80.4472,25.4665
West Bend,69504,-88.1824,43.4184
Delray Beach,69451,-80.0905,26.455
Ongjang,69195,125.3571,37.9371
Sheboygan,69393,-87.7316,43.7403
Aqsu,69354,76.9167,52.0333
Sabae,68533,136.1844,35.9567
Nova Kakhovka,69280,33.3667,46.7667
Bafia,69270,11.2247,4.7425
Lake Elsinore,69283,-117.3344,33.6847
Liuhe,68938,125.7173,42.2789
Fulda,68586,9.6775,50.5528
Daytona Beach,69186,-81.0982,29.1994
Ragusa,68956,14.73,36.93
Minusinsk,68007,91.6833,53.7
Mocuba,69045,36.9855,-16.8391
Villanueva y Geltru,67086,1.7259,41.2243
Los Lunas,69020,-106.7803,34.8115
Mocuba,68984,38.26,-16.8496
Sosnovyy Bor,68013,29.1,59.9
Dinslaken,67525,6.7333,51.5667
Chulucanas,68835,-80.1625,-5.1092
Aalen,68456,10.0936,48.8372
Say'un,68747,48.7873,15.943
Al Ahmadi,68763,48.0838,29.0769
Wum,68836,10.0667,6.3833
Lima,68878,-84.1121,40.741
Mococa,68797,-47.0047,-21.4678
Decatur,68867,-86.9906,34.573
Dmitrov,68792,37.5333,56.35
Rocklin,68823,-121.2488,38.8075
Sabanalarga,68535,-74.92,10.64
Kati,66895,-8.08,12.7504
Rogers,68669,-94.1526,36.3172
Doboj,68514,18.1333,44.7333
Hihya,66702,31.5904,30.6687
Drummondville,68601,-72.4833,45.8833
Stafford,68472,-2.1171,52.8066
Lippstadt,67901,8.35,51.6667
Soja,68172,133.7467,34.6728
Castle Rock,68484,-104.8535,39.3763
Otukpo,68220,8.13,7.1904
Yachimata,67522,140.3183,35.6658
Feodosiya,67993,35.3792,45.0489
Ash Shihr,68313,49.6069,14.7608
Chengjiao Chengguanzhen,67826,104.0306,34.4362
Tuymazy,68256,53.7,54.6
Turkmenbasy,68292,52.9697,40.023
Lodja,68244,23.42,-3.49
Fernandopolis,68120,-50.2458,-20.2839
Lala Musa,67283,73.9605,32.7012
Hanover,68165,-76.9835,39.8117
Los Andes,68093,-70.5982,-32.8337
Bossier City,68159,-93.6666,32.5227
Dubuque,68109,-90.7067,42.5008
Kashima,67448,140.645,35.9658
Przemysl,67847,22.7673,49.785
Rockville,68079,-77.1552,39.0834
Victoria,68078,-96.985,28.8285
Saratoga Springs,68028,-73.7775,43.0674
Saiki,67931,131.8994,32.9603
Erd,66892,18.9167,47.3833
Kstovo,67874,44.1956,56.1517
Tepotzotlan,67724,-99.2236,19.7161
Tzaneen,67245,30.1667,-23.8333
Ames,67910,-93.6215,42.0259
West Des Moines,67899,-93.7805,41.5522
Hashima,66573,136.7,35.3167
Ban Suan,66092,100.9795,13.3616
Islahiye,67674,36.6322,37.0264
Embu-Guacu,67296,-46.8117,-23.8322
Yorba Linda,67644,-117.7714,33.889
Santa Catarina Otzolotepec,67611,-97.25,18.5667
Casper,67598,-106.3207,42.842
Saint John,67575,-66.0761,45.2806
Ko Samui,67265,99.9436,9.5157
Soio,67491,12.37,-6.1296
Palatine,67482,-88.043,42.1181
Corvallis,67467,-123.278,44.5697
Herford,66608,8.6734,52.1146
Oktyabrskiy,67386,156.2387,52.6636
Ankeny,67355,-93.6033,41.7285
Koratla,66504,78.72,18.82
Rowlett,67339,-96.5488,32.9157
Kissidougou,66815,-10.12,9.1905
Lakeville,67317,-93.252,44.6774
Tejen,67294,60.496,37.3786
Pelileo,66836,-78.5428,-1.3306
Cosmopolis,66807,-47.1961,-22.6458
Moita,66029,-8.9833,38.65
Alpharetta,67213,-84.2739,34.0704
Rio Negro,65597,-49.79,-26.1
Poinciana,67169,-81.482,28.1217
Aflao,66546,1.1946,6.1188
Longview,67081,-122.9629,46.1461
Vidnoye,66158,37.7,55.55
Guines,66892,-82.0236,22.8475
Bani,66709,-70.331,18.28
Shiojiri,66737,137.95,36.1167
DeKalb,66959,-88.7482,41.9313
Pabianice,64988,19.35,51.6642
Petaluma,66929,-122.6267,38.2423
Ferrol,66065,-8.25,43.4667
Pulivendla,65706,78.2333,14.4167
Most,66034,13.6367,50.5031
Kerpen,66206,6.6961,50.8719
Ina,66641,137.9539,35.8275
Las Heras,66663,-68.8017,-32.825
Belogorsk,66183,128.4833,50.9167
Gwacheon,64817,126.9892,37.4289
Huinan,66315,126.2614,42.6229
Ishim,65142,69.5,56.1167
Caledon,66502,-79.8667,43.8667
Gukovo,64869,39.9333,48.05
P'yongsan,66260,126.3866,38.3367
Urla,66360,26.7647,38.3222
Kalush,66406,24.3597,49.0442
Stupino,66341,38.0772,54.8869
Laguna Niguel,66385,-117.705,33.5275
Eagan,66372,-93.1638,44.8169
Slavyansk-na-Kubani,66285,38.1247,45.2586
Ilo,66118,-71.3306,-17.6486
Kenner,66340,-90.2549,30.0109
Kungur,65284,56.9333,57.4333
Lencois Paulista,66131,-48.8003,-22.5986
Sodo,65737,37.75,6.9
Obera,66112,-55.1333,-27.4833
Sindelfingen,64858,9.0028,48.7133
Bay City,66107,-83.8886,43.5903
Seraing,64270,5.5122,50.5986
Lahat,65906,103.5333,-3.8
Armur,64023,78.29,18.79
Old Bridge,65935,-74.3126,40.4004
North Little Rock,65903,-92.2371,34.7808
Sammamish,65892,-122.0416,47.6017
Weimar,65090,11.3167,50.9833
Shawnee,65807,-94.8076,39.0158
Jupiter,65791,-80.1128,26.9199
Tupa,65651,-50.5139,-21.935
Doral,65741,-80.3565,25.8151
Zarechnyy,65156,45.1667,53.2
Carbondale,65671,-89.2238,37.7221
Daule,65145,-79.9833,-1.8667
Blaine,65607,-93.2077,45.1696
St. Albert,65589,-113.6258,53.6303
Pavlovskiy Posad,65432,38.65,55.7833
Weirton,65578,-80.5671,40.406
Plauen,64931,12.1383,50.495
Chelm,63734,23.4833,51.1333
Tulare,65496,-119.34,36.1996
Valence,63714,4.8917,44.9333
Beloretsk,65477,58.4,53.9667
Jaisalmer,65471,70.9167,26.9167
Bourges,64551,2.3964,47.0844
Boras,65008,12.92,57.7304
Middletown,65475,-74.082,40.3893
Franklin Township,65452,-74.5515,40.4759
Ishimbay,65422,56.0333,53.45
Korosten,63525,28.65,50.95
Wellington,65398,-80.2699,26.6461
Kurihara,65313,141.0214,38.7303
Tamana,64966,130.5597,32.9281
Pflugerville,65380,-97.6022,30.452
Birnin Konni,65252,5.2599,13.7904
Palo Alto,65364,-122.1468,37.3913
Pessac,63808,-0.6311,44.8067
Neuwied,64574,7.4614,50.4286
Torquay,65245,-3.53,50.47
Bhairahawa,63483,83.45,27.5
Halabjah,65200,45.9833,35.1833
Great Falls,65131,-111.2995,47.5022
Esquipulas,65000,-89.2,14.6167
Dormagen,64335,6.84,51.0964
Caripito,64955,-63.1048,10.111
Michigan City,65058,-86.8705,41.7099
Pokrovsk,63437,37.1833,48.2833
Ji-Parana,65016,-61.967,-10.8333
Rosenheim,63324,12.1289,47.8561
Bucak,64943,30.595,37.4592
Hornchurch,63583,0.2128,51.5565
Donskoy,63631,38.3167,53.9667
Tadepalle,64149,80.6,16.4667
La Carlota,64469,122.9167,10.4167
Eden Prairie,64893,-93.4595,44.8488
Port Orange,64842,-81.0137,29.1084
Teoloyucan,63115,-99.1811,19.7442
Neubrandenburg,64086,13.2608,53.5569
Dublin,64826,-121.8963,37.7161
Asahi,64302,140.6467,35.7203
Carmichael,64785,-121.323,38.6337
Gadwal,63177,77.8,16.23
Rafha,64755,43.4948,29.6202
Grand Forks,64748,-97.0886,47.9218
Tsuruga,64474,136.0806,35.6372
Santo Domingo Tehuantepec,64639,-95.2478,16.3184
Binga,64639,20.42,2.3834
Noblesville,64668,-86.0042,40.0354
Jatani,63697,85.7,20.17
Rahat,64462,34.7544,31.3925
Apaseo el Alto,64443,-100.6167,20.45
Qinggang,64182,126.1,46.69
San Felipe,64120,-70.7251,-32.7507
San Clemente,64558,-117.6103,33.4498
Ban Lam Sam Kaeo,63271,100.6506,13.9726
Santiago Tianguistenco,64365,-99.4706,19.1797
Brentwood,64474,-121.7191,37.9355
Kristiansand,64057,7.9956,58.1467
Sittingbourne,62500,0.74,51.34
Zvornik,63686,19.1,44.3833
Grevenbroich,63620,6.5875,51.0883
Asbest,64091,61.4667,57
Povoa de Varzim,63408,-8.7571,41.3916
Bandar-e Genaveh,64110,50.5167,29.5833
Eastvale,64157,-117.5802,33.9617
Nawa,63676,36.05,32.8833
At Tall,63554,36.3106,33.6103
Mazabuka,64006,27.76,-15.86
Chapel Hill,64051,-79.0391,35.927
Rocky Mount,64018,-77.8048,35.9676
Lugano,63185,8.9625,46.0103
Haverhill,64014,-71.0871,42.7838
Gaya,63815,3.4467,11.8878
Klintsy,62936,32.2361,52.7528
Fujioka,63556,139.0667,36.2667
Woking,62796,-0.561,51.3162
Zarand,63744,56.5639,30.8128
Beloit,63762,-89.0184,42.523
Quimper,62985,-4.0964,47.9967
Nankana Sahib,63073,73.7124,31.4492
Velika Gorica,63517,16.0667,45.7
Gloucester,63700,-75.0363,39.7924
Chincha Alta,63671,-76.1333,-13.45
Shiroi,61931,140.0564,35.7917
San Juan de Sabinas,63522,-101.3,27.9167
Budennovsk,62495,44.15,44.7833
Glens Falls,63499,-73.6459,43.3109
Graaff-Reinet,62896,24.5406,-32.2522
Ain Sefra,63420,-0.5799,32.7604
Herten,61791,7.1333,51.6
Granby,63433,-72.7333,45.4
Tangub,63011,123.75,8.0667
Roeselare,62301,3.1233,50.9447
Moca,61834,-70.523,19.397
Castro Valley,63288,-122.0631,37.7091
Medicine Hat,63260,-110.6775,50.0417
Fairbanks,63245,-147.6534,64.8353
Volsk,63212,47.3833,52.05
Springfield,63230,-122.981,44.0538
Balboa,62882,-79.5593,8.9571
Rhondda,62545,-3.4175,51.6159
Novaya Balakhna,63083,43.5944,56.4943
Grande Prairie,63166,-118.7947,55.1708
Oudtshoorn,61507,22.2,-33.5833
Johnstown,63141,-78.9193,40.3258
West Hartford,63127,-72.7536,41.7669
Bannu,62191,70.6056,32.9889
Lomza,62700,22.0833,53.1833
Caldiran,63013,43.9139,39.1419
Kasongo,63000,26.66,-4.45
Nago,62725,127.9775,26.5917
Coon Rapids,62998,-93.3095,45.1755
Elmira,62989,-76.8097,42.0938
Palmela,62831,-8.9,38.5667
Yurimaguas,62903,-76.0833,-5.9
Deva,61123,22.9117,45.8719
Mankato,62889,-93.9773,44.1712
Nkawkaw,62667,-0.78,6.5505
Albany,62880,-123.0966,44.6274
Mut,62853,33.4375,36.6458
Cruz Alta,62821,-53.6064,-28.6386
Rossosh,62827,39.5672,50.1983
Kolomyya,61269,25.0333,48.5167
Dundalk,62768,-76.4942,39.2703
Margate,61223,1.3838,51.385
Revda,62687,59.9167,56.8
Borisoglebsk,62669,42.0833,51.3667
Kotlas,61805,46.65,61.25
Encinitas,62709,-117.2613,33.049
Montelimar,61861,4.7508,44.5581
Runcorn,61789,-2.729,53.341
Ogoshi,61531,130.7897,32.8858
Zelenogorsk,62245,94.5833,56.1
Leander,62608,-97.8618,30.5728
Mobarakeh,62454,51.5044,32.3464
Tendo,62032,140.3783,38.3622
Mayaguez,62579,-67.1397,18.2003
Leninogorsk,62531,52.4423,54.5989
Greenwich,62574,-73.6368,41.0665
Wels,61233,14.0167,48.15
Parkersburg,62566,-81.542,39.2624
Kayes,62521,13.2889,-4.1806
Villa Carlos Paz,62423,-64.5167,-31.4
Waltham,62495,-71.2423,42.3889
Tanjungpandan,62374,107.65,-2.75
Bethesda,62448,-77.1188,38.9866
Morecambe,60768,-2.87,54.073
Boryspil',62281,30.95,50.35
Villach,61879,13.8333,46.6167
Tuapse,62269,39.0833,44.1
Dajabon,62046,-71.71,19.5667
San Luis Obispo,62290,-120.6691,35.2669
Figueira da Foz,62125,-8.8618,40.1508
Benevento,61791,14.7811,41.1256
Bergheim,61612,6.65,50.9667
Sebring,62250,-81.453,27.477
Chistopol,62200,50.6407,55.3648
Puerto Penasco,62177,-113.5369,31.3167
Council Bluffs,62166,-95.8517,41.2369
Ocoyoacac,61805,-99.4606,19.2739
Penapolis,62071,-50.0778,-21.42
Aisai,61234,136.7333,35.15
Naro-Fominsk,62002,36.7333,55.3833
Hamilton,62082,-84.5653,39.3938
Ferkessedougou,62008,-5.1944,9.5928
Moore,62055,-97.4758,35.3293
Zaraza,62027,-65.3167,9.3394
San Francisco,62000,-62.0714,-31.4356
Civitavecchia,61316,11.8,42.1004
Palm Harbor,61995,-82.7481,28.0847
Casa Grande,61966,-111.7624,32.9068
Monessen,61960,-79.8828,40.1519
San Antonio del Tachira,61630,-72.4431,7.8145
Mielec,60628,21.4333,50.2833
Polevskoy,61853,60.1833,56.45
Coburg,61054,10.9666,50.2666
Satbaev,61883,67.5333,47.9
Sarandi,60752,-58.3333,-34.6833
Derik,61830,40.2689,37.3644
Heroica Caborca,59922,-112.15,30.7167
Ar Rastan,61176,36.7333,34.9167
Itoman,60546,127.6658,26.1236
Zamora,61406,-5.7556,41.5033
Lysva,61752,57.8053,58.1086
Trikala,61653,21.7667,39.55
Slutsk,61700,27.55,53.0167
Friedrichshafen,60865,9.4792,47.6542
Schwabisch Gmund,61186,9.8,48.8
Rubizhne,59951,38.3667,49.0167
St. Thomas,61707,-81.1833,42.775
Sibay,61266,58.65,52.7
Sawahlunto,61427,100.7783,-0.6828
Tarnowskie Gory,60879,18.8667,50.45
Fairfield,61598,-73.2733,41.1775
Airdrie,61581,-114.0144,51.2917
Wanparti,60949,78.0627,16.361
Uzunkopru,61485,26.6875,41.2669
Rome,61537,-85.1862,34.2661
Garbsen,60754,9.5981,52.4183
Ban Map Ta Phut,60928,101.1722,12.7258
Millcreek,61450,-111.8291,40.6892
Sanford,61448,-81.276,28.7893
Carazinho,59417,-52.7864,-28.2839
Hurth,60189,6.8761,50.8775
Hashimoto,60885,135.6,34.3167
Burnsville,61339,-93.2795,44.7648
Montauban,60810,1.3558,44.0181
Candon,60623,120.45,17.2
Hamden,61206,-72.9215,41.3961
Port Charlotte,61204,-82.114,26.9918
Morristown,61171,-83.3006,36.2046
Halton Hills,61161,-79.95,43.63
Owada,61058,141.2058,40.6128
Idiofa,61056,19.5986,-4.9596
Sonbong,60864,130.4027,42.3377
Skhirate,59775,-7.03,33.85
Bouafle,60962,-5.7442,6.9903
El Carmen de Bolivar,60980,-75.13,9.7204
Savona,61057,8.481,44.308
Lakewood,61037,-122.5299,47.1628
Nahariyya,60000,35.0925,33.0036
Stralsund,59421,13.0833,54.3
Gadsden,60944,-86.0156,34.009
Chalkida,59125,23.595,38.4625
Taylor,60922,-83.2688,42.226
Novi,60896,-83.4893,42.4786
Marietta,60867,-84.5422,33.9533
Montemorelos,60829,-99.8267,25.1872
Wesel,60357,6.6178,51.6586
Tartagal,60819,-63.8333,-22.5
Hot Springs,60767,-93.0501,34.4892
Belchatow,59025,19.3667,51.3667
Tahara,60378,137.1831,34.6414
Druzhkivka,59400,37.5278,48.6203
Soasio,60611,127.436,0.6964
Batatais,60589,-47.585,-20.8911
Autlan de Navarro,60572,-104.3667,19.7667
Woodland,60598,-121.75,38.6712
Greifswald,59382,13.3833,54.0833
Kumertau,60164,55.7833,52.7667
Koga,59111,130.4667,33.7333
Rzhev,59422,34.3276,56.2656
Molfetta,59470,16.6,41.2
Ponnuru,59913,80.5667,16.0667
Belladere,60239,-71.7833,18.85
Mossel Bay,59031,22.1333,-34.1833
Xo`jayli Shahri,60401,59.4517,42.4047
Chichibu,60303,139.0856,35.9917
Offenburg,59646,7.9408,48.4708
Bor,60335,34.5667,37.8833
Bensalem,60370,-74.9431,40.1086
Langenfeld,58927,6.95,51.1167
Crotone,60010,17.1233,39.0833
Commerce City,60336,-104.8434,39.8642
Reston,60335,-77.3461,38.9497
Belebey,60188,54.1333,54.1
Manhica,60031,32.8,-25.4
Labinsk,60164,40.7333,44.6333
Shimotsuke,59370,139.8422,36.3872
Urus-Martan,59954,45.5366,43.1224
Kapchagay,60100,77.0833,43.8833
Suifenhe,60000,131.1563,44.3945
Joso,59647,139.9939,36.0236
Vinukonda,59725,79.75,16.05
Linares,59761,-3.6334,38.0833
Kribi,60000,9.9167,2.95
Chajari,60000,-57.9833,-30.7667
Bristol,59947,-72.9407,41.6812
Shirakawa,59730,140.2108,37.1264
Columbus,59897,-85.9183,39.2093
Asenovgrad,59793,24.8756,42.0069
Choshi,59165,140.8267,35.7347
Shuya,58114,41.3667,56.85
Uriangato,59305,-101.1667,20.1333
Huehuetoca,59721,-99.2033,19.8342
Bangor,59772,-68.7906,44.8322
Lesosibirsk,59525,92.4833,58.2333
Tezpur,58851,92.8,26.6338
Date,59441,140.5631,37.8189
Saint-Hyacinthe,59614,-72.95,45.6167
Narasapur,58770,81.6833,16.4333
Agrigento,59329,13.5765,37.3111
Chibuto,58012,33.5306,-24.6867
Prokhladnyy,57883,44.0297,43.7575
Niort,58707,-0.4606,46.3258
Yara,59415,-76.9469,20.2767
Moron,59371,-78.6278,22.1108
Kokawa,59208,135.3625,34.2697
Greenwood,59458,-86.1073,39.6019
Hua Hin,59369,99.9578,12.5686
Bartlett,59440,-89.8195,35.2337
Bradenton,59439,-82.5739,27.49
Pontiac,59438,-83.2878,42.6493
Staunton,59433,-79.0611,38.1593
Neu-Ulm,58707,10,48.3833
Gannan,59239,123.51,47.9204
Clay,59423,-76.1955,43.1809
Meriden,59395,-72.7944,41.5367
Aleksandrov,59328,38.715,56.3936
Togane,58686,140.3661,35.56
Plymouth,59331,-70.6309,41.8783
Apex,59300,-78.8728,35.7239
Unna,58633,7.6889,51.5347
Royal Oak,59277,-83.1539,42.5084
Benton Harbor,59216,-86.4488,42.1159
Kattaqo'rg'on Shahri,58950,66.2656,39.8958
Kosai,58423,137.5317,34.7186
Bilhorod-Dnistrovs'kyy,57210,30.3333,46.1833
St. Clair Shores,58984,-82.8957,42.4921
Sandnes,58694,5.7333,58.85
Des Plaines,58899,-87.9009,42.0345
Lac-Brome,58889,-72.5167,45.2167
Tokoname,57814,136.8333,34.8833
Lewiston,58802,-70.1681,44.0915
Jovellanos,58685,-81.1981,22.8106
Midland,58787,-84.2319,43.6241
Timargara,58050,71.8408,34.8281
Mikhaylovka,57829,43.2333,50.0667
Spring,58756,-95.383,30.0613
Lower Merion,58735,-75.2807,40.0282
Izberbash,58690,47.8667,42.5667
Bowie,58643,-76.7409,38.9569
Kas,58600,29.6377,36.2018
Tlaltenango de Sanchez Roman,58560,-103.3059,21.7815
Aketi,58601,23.78,2.7405
Qaskeleng,58418,76.6311,43.1983
Felgueiras,58065,-8.1833,41.3667
Motril,58020,-3.5206,36.7453
Goppingen,57558,9.6528,48.7025
Lambayeque,58276,-79.9,-6.7
Tiznit,57705,-9.74,29.7104
Iskitim,56602,83.3,54.6333
Caldwell,58481,-116.6591,43.6453
San Pedro,58430,-64.87,-24.2196
Ma'erkang,58437,102.2167,31.9046
San Rafael,58440,-122.5222,37.9905
San Fernando,58367,-70.9891,-34.5839
Euskirchen,57975,6.7917,50.6597
Serres,58287,23.55,41.0833
Ishikari,58277,141.3067,43.1783
Towson,58347,-76.619,39.3944
Nyagan,58335,65.3833,62.1333
Sirvan,58253,48.9203,39.9319
Frankfurt (Oder),57873,14.55,52.35
Richland,58225,-119.2938,46.2824
Fredericton,58220,-66.6431,45.9636
St. Peters,58212,-90.6061,38.7824
Tama,57631,133.9458,34.4919
South Hill,58164,-122.2848,47.1203
Pula,57053,13.8333,44.8667
Tikhvin,58136,33.5,59.6333
Murakami,58096,139.4801,38.2239
Hendersonville,58113,-86.5998,36.3063
Hamburg,58105,-78.8581,42.7394
Huntersville,58098,-80.8727,35.4058
Mirassol,57857,-49.5208,-20.8189
Santee,58081,-116.9851,32.8554
Hameln,57510,9.36,52.1031
Wagga Wagga,56442,147.3689,-35.1189
Meleuz,58004,55.9328,52.9647
Livingston,57030,-3.5157,55.8834
Avila,57744,-4.6962,40.6543
Allanmyo,57897,95.2279,19.3783
Southampton,57975,-72.4937,40.8996
Aleksin,57892,37.0667,54.5
Narva,57130,28.2006,59.3792
